Season,Player,From_Club,To_Club,From_League,To_League,Fee
19/20,Denis Cheryshev,fc-villarreal,fc-valencia,ES1,ES1,6000000.0
19/20,Alfred N'Diaye,fc-villarreal,al-shabab-riad,ES1,SA1,6000000.0
19/20,Rúben Semedo,fc-villarreal,olympiakos-piraus,ES1,GR1,4500000.0
19/20,Víctor Ruiz,fc-villarreal,besiktas-istanbul,ES1,TR1,2500000.0
19/20,Cristian Espinoza,fc-villarreal,san-jose-earthquakes,ES1,,2300000.0
19/20,Rúben Vezo,fc-valencia,ud-levante,ES1,ES1,5000000.0
19/20,Sergio León,real-betis-sevilla,ud-levante,ES1,ES1,4000000.0
19/20,Gonzalo Melero,sd-huesca,ud-levante,ES2,ES1,3600000.0
19/20,Erick Cabaco,ud-levante,fc-getafe,ES1,ES1,8000000.0
19/20,Rubén García,ud-levante,ca-osasuna,ES1,ES1,3500000.0
19/20,Oier Olazábal,ud-levante,espanyol-barcelona,ES1,ES1,1500000.0
19/20,Sanjin Prcic,ud-levante,rc-strassburg-alsace,ES1,FR1,1000000.0
19/20,Chema Rodríguez,ud-levante,nottingham-forest,ES1,GB2,500000.0
19/20,Esteban Saveljich,ud-levante,rayo-vallecano,ES1,ES2,400000.0
19/20,Pablo Hervías,sd-eibar,real-valladolid,ES1,ES1,1000000.0
19/20,Sekou Gassama,ud-almeria,real-valladolid,ES2,ES1,400000.0
19/20,Fernando Calero,real-valladolid,espanyol-barcelona,ES1,ES1,8000000.0
19/20,Denis Suárez,fc-barcelona,celta-vigo,ES1,ES1,12900000.0
19/20,Joseph Aidoo,krc-genk,celta-vigo,BE1,ES1,8000000.0
19/20,Stanislav Lobotka,celta-vigo,ssc-neapel,ES1,IT1,23000000.0
19/20,Maxi Gómez,celta-vigo,fc-valencia,ES1,ES1,14500000.0
19/20,Mathias Jensen,celta-vigo,fc-brentford,ES1,GB2,3800000.0
19/20,Andrew Hjulsager,celta-vigo,kv-oostende,ES1,BE1,500000.0
19/20,Facundo Roncaglia,celta-vigo,ca-osasuna,ES1,ES1,250000.0
19/20,Rubén García,ud-levante,ca-osasuna,ES1,ES1,3500000.0
19/20,Chimy Ávila,club-atletico-san-lorenzo-de-almagro,ca-osasuna,AR1N,ES1,2700000.0
19/20,Marc Cardona,fc-barcelona,ca-osasuna,ES1,ES1,2500000.0
19/20,Rober Ibáñez,fc-getafe,ca-osasuna,ES1,ES1,2000000.0
19/20,Brandon Thomas,fc-stade-rennes,ca-osasuna,FR1,ES1,2000000.0
19/20,Darko Brasanac,real-betis-sevilla,ca-osasuna,ES1,ES1,1000000.0
19/20,Facundo Roncaglia,celta-vigo,ca-osasuna,ES1,ES1,250000.0
19/20,Darwin Machís,udinese-calcio,fc-granada,IT1,ES1,5000000.0
19/20,Domingos Duarte,sporting-lissabon,fc-granada,PO1,ES1,3490000.0
19/20,Antoñín,fc-malaga,fc-granada,ES2,ES1,1500000.0
19/20,Yan Eteki,fc-sevilla,fc-granada,ES1,ES1,1000000.0
19/20,Fede Vico,cd-leganes,fc-granada,ES1,ES1,250000.0
19/20,Adrián Castellano,fc-granada,cd-numancia,ES1,ES2,300000.0
19/20,Ante Budimir,fc-crotone,rcd-mallorca,IT2,ES1,2200000.0
19/20,Yannis Salibur,ea-guingamp,rcd-mallorca,FR2,ES1,2000000.0
19/20,Martin Valjent,chievo-verona,rcd-mallorca,IT2,ES1,1500000.0
19/20,Igor Zlatanovic,fk-radnik-surdulica,rcd-mallorca,SER1,ES1,1300000.0
20/21,Achraf Hakimi,real-madrid,inter-mailand,ES1,IT1,43000000.0
20/21,Sergio Reguilón,real-madrid,tottenham-hotspur,ES1,GB1,30000000.0
20/21,Óscar Rodríguez,real-madrid,fc-sevilla,ES1,ES1,13500000.0
20/21,Jorge de Frutos,real-madrid,ud-levante,ES1,ES1,6000000.0
20/21,Javi Sánchez,real-madrid,real-valladolid,ES1,ES1,3000000.0
20/21,Alberto Soro,real-madrid,fc-granada,ES1,ES1,2500000.0
20/21,Dani Gómez,real-madrid,ud-levante,ES1,ES1,2000000.0
20/21,Miralem Pjanic,juventus-turin,fc-barcelona,IT1,ES1,60000000.0
20/21,Trincão,sc-braga,fc-barcelona,PO1,ES1,30940000.0
20/21,Sergiño Dest,ajax-amsterdam,fc-barcelona,NL1,ES1,21000000.0
20/21,Arthur Melo,fc-barcelona,juventus-turin,ES1,IT1,80600000.0
20/21,Nélson Semedo,fc-barcelona,wolverhampton-wanderers,ES1,GB1,32000000.0
20/21,Carles Pérez,fc-barcelona,as-rom,ES1,IT1,13000000.0
20/21,Marc Cucurella,fc-barcelona,fc-getafe,ES1,ES1,11800000.0
20/21,Luis Suárez,fc-barcelona,atletico-madrid,ES1,ES1,9000000.0
20/21,Ivan Rakitic,fc-barcelona,fc-sevilla,ES1,ES1,3500000.0
20/21,Rafinha,fc-barcelona,fc-paris-saint-germain,ES1,FR1,1500000.0
20/21,Arturo Vidal,fc-barcelona,inter-mailand,ES1,IT1,1000000.0
20/21,Álvaro Morata,fc-chelsea,atletico-madrid,GB1,ES1,35000000.0
20/21,Yannick Carrasco,dalian-professional,atletico-madrid,CSL,ES1,27000000.0
20/21,Geoffrey Kondogbia,fc-valencia,atletico-madrid,ES1,ES1,16000000.0
20/21,Luis Suárez,fc-barcelona,atletico-madrid,ES1,ES1,9000000.0
20/21,Ivo Grbic,nk-lokomotiva-zagreb,atletico-madrid,KR1,ES1,3500000.0
20/21,Thomas Partey,atletico-madrid,fc-arsenal,ES1,GB1,50000000.0
20/21,Caio Henrique,atletico-madrid,as-monaco,ES1,FR1,8000000.0
20/21,Nikola Kalinic,atletico-madrid,hellas-verona,ES1,IT1,1800000.0
20/21,Suso,ac-mailand,fc-sevilla,IT1,ES1,21700000.0
20/21,Óscar Rodríguez,real-madrid,fc-sevilla,ES1,ES1,13500000.0
20/21,Oussama Idrissi,az-alkmaar,fc-sevilla,NL1,ES1,12000000.0
20/21,Marcos Acuña,sporting-lissabon,fc-sevilla,PO1,ES1,11250000.0
20/21,Papu Gómez,atalanta-bergamo,fc-sevilla,IT1,ES1,6400000.0
20/21,Bono,fc-girona,fc-sevilla,ES2,ES1,4000000.0
20/21,Ivan Rakitic,fc-barcelona,fc-sevilla,ES1,ES1,3500000.0
20/21,Karim Rekik,hertha-bsc,fc-sevilla,L1,ES1,2000000.0
20/21,Carlos Fernández,fc-sevilla,real-sociedad-san-sebastian,ES1,ES1,10000000.0
20/21,Sergio Rico,fc-sevilla,fc-paris-saint-germain,ES1,FR1,6000000.0
20/21,Simon Kjaer,fc-sevilla,ac-mailand,ES1,IT1,3680000.0
20/21,Pervis Estupiñán,fc-watford,fc-villarreal,GB2,ES1,16399999.999999998
20/21,Francis Coquelin,fc-valencia,fc-villarreal,ES1,ES1,7100000.0
20/21,Gerónimo Rulli,real-sociedad-san-sebastian,fc-villarreal,ES1,ES1,5000000.0
20/21,Jorge Cuenca,fc-barcelona-b,fc-villarreal,,ES1,2500000.0
20/21,Dani Parejo,fc-valencia,fc-villarreal,ES1,ES1,2250000.0
20/21,Étienne Capoue,fc-watford,fc-villarreal,GB2,ES1,2000000.0
20/21,Karl Toko Ekambi,fc-villarreal,olympique-lyon,ES1,FR1,11500000.0
20/21,Enes Ünal,fc-villarreal,fc-getafe,ES1,ES1,9000000.0
20/21,Álvaro González,fc-villarreal,olympique-marseille,ES1,FR1,4000000.0
20/21,Akram Afif,fc-villarreal,al-sadd-sc,ES1,QSL,1000000.0
20/21,Andrés Fernández,fc-villarreal,sd-huesca,ES1,ES1,500000.0
20/21,Marc Cucurella,fc-barcelona,fc-getafe,ES1,ES1,11800000.0
20/21,Enes Ünal,fc-villarreal,fc-getafe,ES1,ES1,9000000.0
20/21,José Carlos Lazo,fc-getafe,ud-almeria,ES1,ES2,4000000.0
20/21,Enric Gallego,fc-getafe,ca-osasuna,ES1,ES1,3000000.0
20/21,Iván Alejo,fc-getafe,fc-cadiz,ES1,ES1,2000000.0
20/21,Merveil Ndockyt,fc-getafe,nk-osijek,ES1,KR1,550000.0
20/21,Raúl Carnero,fc-getafe,real-valladolid,ES1,ES1,200000.0
20/21,Carlos Fernández,fc-sevilla,real-sociedad-san-sebastian,ES1,ES1,10000000.0
20/21,Diego Llorente,real-sociedad-san-sebastian,leeds-united,ES1,GB1,20000000.0
20/21,Gerónimo Rulli,real-sociedad-san-sebastian,fc-villarreal,ES1,ES1,5000000.0
20/21,Raúl Navas,real-sociedad-san-sebastian,ca-osasuna,ES1,ES1,250000.0
20/21,Ferran Torres,fc-valencia,manchester-city,ES1,GB1,33500000.0
20/21,Rodrigo,fc-valencia,leeds-united,ES1,GB1,30000000.0
20/21,Geoffrey Kondogbia,fc-valencia,atletico-madrid,ES1,ES1,16000000.0
20/21,Francis Coquelin,fc-valencia,fc-villarreal,ES1,ES1,7100000.0
20/21,Dani Parejo,fc-valencia,fc-villarreal,ES1,ES1,2250000.0
20/21,Álex Berenguer,fc-turin,athletic-bilbao,IT1,ES1,12000000.0
20/21,Luis Suárez,fc-watford,fc-granada,GB2,ES1,7000000.0
20/21,Luis Milla,cd-teneriffa,fc-granada,ES2,ES1,5000000.0
20/21,Maxime Gonalons,as-rom,fc-granada,IT1,ES1,4000000.0
20/21,Alberto Soro,real-madrid,fc-granada,ES1,ES1,2500000.0
20/21,Dimitri Foulquier,fc-watford,fc-granada,GB2,ES1,2000000.0
20/21,Enric Gallego,fc-getafe,ca-osasuna,ES1,ES1,3000000.0
20/21,Juan Cruz,fc-elche,ca-osasuna,ES1,ES1,3000000.0
20/21,Lucas Torró,eintracht-frankfurt,ca-osasuna,L1,ES1,2000000.0
20/21,Raúl Navas,real-sociedad-san-sebastian,ca-osasuna,ES1,ES1,250000.0
20/21,Luis Perea,ca-osasuna,cd-leganes,ES1,ES2,3000000.0
20/21,Juan Villar,ca-osasuna,ud-almeria,ES1,ES2,450000.0
20/21,Jorge de Frutos,real-madrid,ud-levante,ES1,ES1,6000000.0
20/21,Dani Gómez,real-madrid,ud-levante,ES1,ES1,2000000.0
20/21,Moses Simon,ud-levante,fc-nantes,ES1,FR1,5000000.0
20/21,Giovani Lo Celso,real-betis-sevilla,tottenham-hotspur,ES1,GB1,32000000.0
20/21,Antonio Sanabria,real-betis-sevilla,fc-turin,ES1,IT1,6500000.0
20/21,Zouhair Feddal,real-betis-sevilla,sporting-lissabon,ES1,PO1,4200000.0
20/21,Ismael Gutiérrez,real-betis-sevilla,atletico-madrid-b,ES1,,1000000.0
20/21,Shon Weissman,wolfsberger-ac,real-valladolid,A1,ES1,4000000.0
20/21,Javi Sánchez,real-madrid,real-valladolid,ES1,ES1,3000000.0
20/21,Saidy Janko,fc-porto,real-valladolid,PO1,ES1,1900000.0
20/21,Jawad El Yamiq,genua-cfc,real-valladolid,IT1,ES1,250000.0
20/21,Raúl Carnero,fc-getafe,real-valladolid,ES1,ES1,200000.0
20/21,Mohammed Salisu,real-valladolid,fc-southampton,ES1,GB1,12000000.0
20/21,Álvaro Giménez,birmingham-city,fc-cadiz,GB2,ES1,2700000.0
20/21,Choco Lozano,fc-girona,fc-cadiz,ES2,ES1,2500000.0
20/21,Iván Alejo,fc-getafe,fc-cadiz,ES1,ES1,2000000.0
20/21,Jorge Pombo,real-saragossa,fc-cadiz,ES2,ES1,1200000.0
20/21,Filip Malbasic,cd-teneriffa,fc-cadiz,ES2,ES1,1000000.0
20/21,Damian Kadzior,gnk-dinamo-zagreb,sd-eibar,KR1,ES1,2000000.0
20/21,Ermedin Demirovic,deportivo-alaves,sc-freiburg,ES1,L1,3700000.0
20/21,Patrick Twumasi,deportivo-alaves,hannover-96,ES1,L2,700000.0
20/21,Jeando Fuchs,deportivo-alaves,dundee-united-fc,ES1,SC1,480000.0
20/21,Borja García,fc-girona,sd-huesca,ES2,ES1,1500000.0
20/21,Dimitrios Siovas,cd-leganes,sd-huesca,ES2,ES1,1000000.0
20/21,Pablo Insua,fc-schalke-04,sd-huesca,L1,ES1,1000000.0
20/21,Andrés Fernández,fc-villarreal,sd-huesca,ES1,ES1,500000.0
20/21,Miguel Baeza,real-madrid-b-castilla-,celta-vigo,,ES1,2500000.0
20/21,Augusto Solari,racing-club,celta-vigo,AR1N,ES1,500000.0
20/21,Pione Sisto,celta-vigo,fc-midtjylland,ES1,DKMR,2500000.0
20/21,Raúl Guti,real-saragossa,fc-elche,ES2,ES1,5000000.0
20/21,Tete Morente,fc-malaga,fc-elche,ES2,ES1,500000.0
20/21,Emiliano Rigoni,zenit-st-petersburg,fc-elche,RU1,ES1,100000.0
20/21,Emiliano Rigoni,fc-elche,fc-sao-paulo,ES1,BRA1,3800000.0
20/21,Juan Cruz,fc-elche,ca-osasuna,ES1,ES1,3000000.0
20/21,Óscar Gil,fc-elche,espanyol-barcelona,ES1,ES2,500000.0
21/22,Rodrigo de Paul,udinese-calcio,atletico-madrid,IT1,ES1,35000000.0
21/22,Matheus Cunha,hertha-bsc,atletico-madrid,L1,ES1,35000000.0
21/22,Reinildo Mandava,losc-lille,atletico-madrid,FR1,ES1,3000000.0
21/22,Daniel Wass,fc-valencia,atletico-madrid,ES1,ES1,2700000.0
21/22,Kieran Trippier,atletico-madrid,newcastle-united,ES1,GB1,14000000.0
21/22,Nicolás Ibáñez,atletico-madrid,cf-pachuca,ES1,MEX1,3000000.0
21/22,Javi Montero,atletico-madrid,besiktas-istanbul,ES1,TR1,750000.0
21/22,Ferran Torres,manchester-city,fc-barcelona,GB1,ES1,55000000.0
21/22,Emerson Royal,real-betis-sevilla,fc-barcelona,ES1,ES1,14000000.0
21/22,Emerson Royal,fc-barcelona,tottenham-hotspur,ES1,GB1,25000000.0
21/22,Junior Firpo,fc-barcelona,leeds-united,ES1,GB1,15000000.0
21/22,Jean-Clair Todibo,fc-barcelona,ogc-nizza,ES1,FR1,8500000.0
21/22,Carles Aleñá,fc-barcelona,fc-getafe,ES1,ES1,5000000.0
21/22,Monchu,fc-barcelona,fc-granada,ES1,ES1,750000.0
21/22,Eduardo Camavinga,fc-stade-rennes,real-madrid,FR1,ES1,31000000.0
21/22,Raphaël Varane,real-madrid,manchester-united,ES1,GB1,40000000.0
21/22,Martin Ødegaard,real-madrid,fc-arsenal,ES1,GB1,35000000.0
21/22,Rafa Mir,wolverhampton-wanderers,fc-sevilla,GB1,ES1,16000000.0
21/22,Gonzalo Montiel,club-atletico-river-plate,fc-sevilla,AR1N,ES1,11000000.0
21/22,Thomas Delaney,borussia-dortmund,fc-sevilla,L1,ES1,6000000.0
21/22,Ludwig Augustinsson,sv-werder-bremen,fc-sevilla,L2,ES1,5500000.0
21/22,Jesús Corona,fc-porto,fc-sevilla,PO1,ES1,3000000.0
21/22,Bryan Gil,fc-sevilla,tottenham-hotspur,ES1,GB1,25000000.0
21/22,Guilherme Arana,fc-sevilla,clube-atletico-mineiro,ES1,BRA1,2500000.0
21/22,Sergi Gómez,fc-sevilla,espanyol-barcelona,ES1,ES1,1000000.0
21/22,Diego Rico,afc-bournemouth,real-sociedad-san-sebastian,GB2,ES1,500000.0
21/22,Arnaut Danjuma,afc-bournemouth,fc-villarreal,GB2,ES1,23500000.0
21/22,Juan Foyth,tottenham-hotspur,fc-villarreal,GB1,ES1,15000000.0
21/22,Boulaye Dia,stade-reims,fc-villarreal,FR1,ES1,12000000.0
21/22,Manu Morlanes,ud-almeria,fc-villarreal,ES2,ES1,4000000.0
21/22,Manu Morlanes,fc-villarreal,ud-almeria,ES1,ES2,3000000.0
21/22,Santiago Cáseres,fc-villarreal,club-atletico-velez-sarsfield,ES1,AR1N,2500000.0
21/22,Ramiro Funes Mori,fc-villarreal,al-nasr-riad,ES1,SA1,2500000.0
21/22,Mario González,fc-villarreal,sc-braga,ES1,PO1,1470000.0
21/22,Miguel Llambrich,fc-villarreal,espanyol-barcelona,ES1,ES1,500000.0
21/22,Enric Franquesa,fc-villarreal,ud-levante,ES1,ES1,375000.0
21/22,Germán Pezzella,ac-florenz,real-betis-sevilla,IT1,ES1,3250000.0
21/22,Emerson Royal,real-betis-sevilla,fc-barcelona,ES1,ES1,14000000.0
21/22,Matías Arezo,atletico-river-plate-montevideo,fc-granada,URUC,ES1,5700000.0
21/22,Luís Maximiano,sporting-lissabon,fc-granada,PO1,ES1,5500000.0
21/22,Myrto Uzuni,ferencvaros-budapest,fc-granada,UNG1,ES1,4000000.0
21/22,Njegos Petrovic,roter-stern-belgrad,fc-granada,SER1,ES1,1500000.0
21/22,Monchu,fc-barcelona,fc-granada,ES1,ES1,750000.0
21/22,Dimitri Foulquier,fc-granada,fc-valencia,ES1,ES1,2500000.0
21/22,Roberto Soldado,fc-granada,ud-levante,ES1,ES1,500000.0
21/22,Franco Cervi,benfica-lissabon,celta-vigo,PO1,ES1,5000000.0
21/22,Javi Galán,sd-huesca,celta-vigo,ES2,ES1,4000000.0
21/22,Álvaro Vadillo,celta-vigo,espanyol-barcelona,ES1,ES1,1800000.0
21/22,Santiago Arzamendia,club-cerro-porteno,fc-cadiz,PR1C,ES1,2100000.0
21/22,Tomás Alarcón,cd-ohiggins,fc-cadiz,CLPD,ES1,2000000.0
21/22,Conan Ledesma,club-atletico-rosario-central,fc-cadiz,AR1N,ES1,1800000.0
21/22,Lucas Pérez,fc-elche,fc-cadiz,ES1,ES1,200000.0
21/22,Landry Dimata,rsc-anderlecht,espanyol-barcelona,BE1,ES1,2200000.0
21/22,Álvaro Vadillo,celta-vigo,espanyol-barcelona,ES1,ES1,1800000.0
21/22,Sergi Gómez,fc-sevilla,espanyol-barcelona,ES1,ES1,1000000.0
21/22,Miguel Llambrich,fc-villarreal,espanyol-barcelona,ES1,ES1,500000.0
21/22,Ante Budimir,rcd-mallorca,ca-osasuna,ES1,ES1,8000000.0
21/22,Jonás Ramalho,fc-girona,ca-osasuna,ES2,ES1,700000.0
21/22,Roberto Soldado,fc-granada,ud-levante,ES1,ES1,500000.0
21/22,Enric Franquesa,fc-villarreal,ud-levante,ES1,ES1,375000.0
21/22,Marcos André,real-valladolid,fc-valencia,ES2,ES1,8500000.0
21/22,Dimitri Foulquier,fc-granada,fc-valencia,ES1,ES1,2500000.0
21/22,Giorgi Mamardashvili,dinamo-tiflis,fc-valencia,GE1N,ES1,850000.0
21/22,Eray Cömert,fc-basel-1893,fc-valencia,C1,ES1,800000.0
21/22,Daniel Wass,fc-valencia,atletico-madrid,ES1,ES1,2700000.0
21/22,Jakub Jankto,sampdoria-genua,fc-getafe,IT1,ES1,5160000.0
21/22,Carles Aleñá,fc-barcelona,fc-getafe,ES1,ES1,5000000.0
21/22,Jonathan Silva,cd-leganes,fc-getafe,ES2,ES1,2500000.0
21/22,Stefan Mitrovic,rc-strassburg-alsace,fc-getafe,FR1,ES1,1000000.0
21/22,Marc Cucurella,fc-getafe,brighton-amp-hove-albion,ES1,GB1,18000000.0
21/22,Amath Ndiaye,fc-getafe,rcd-mallorca,ES1,ES1,3000000.0
21/22,Mamadou Sylla,fc-girona,deportivo-alaves,ES2,ES1,1150000.0
21/22,Ramón Miérez,deportivo-alaves,nk-osijek,ES1,KR1,2500000.0
21/22,Olivier Verdon,deportivo-alaves,pfk-ludogorets-razgrad,ES1,,1000000.0
21/22,Iván Marcone,club-atletico-boca-juniors,fc-elche,AR1N,ES1,4000000.0
21/22,Lucas Boyé,fc-turin,fc-elche,IT1,ES1,3000000.0
21/22,Johan Mojica,fc-girona,fc-elche,ES2,ES1,1200000.0
21/22,Lucas Pérez,fc-elche,fc-cadiz,ES1,ES1,200000.0
21/22,Matthew Hoppe,fc-schalke-04,rcd-mallorca,L2,ES1,3500000.0
21/22,Amath Ndiaye,fc-getafe,rcd-mallorca,ES1,ES1,3000000.0
21/22,Dominik Greif,slovan-bratislava,rcd-mallorca,SLO1,ES1,2500000.0
21/22,Ante Budimir,rcd-mallorca,ca-osasuna,ES1,ES1,8000000.0
21/22,Stoichkov,rcd-mallorca,sd-eibar,ES1,ES2,1000000.0
21/22,Fran García,real-madrid-b-castilla-,rayo-vallecano,E3G2,ES1,2000000.0
21/22,Randy Nteka,fc-fuenlabrada,rayo-vallecano,ES2,ES1,1300000.0
21/22,Pathé Ciss,fc-fuenlabrada,rayo-vallecano,ES2,ES1,1000000.0
21/22,Luis Advíncula,rayo-vallecano,club-atletico-boca-juniors,ES1,AR1N,2200000.0
22/23,Aurélien Tchouaméni,as-monaco,real-madrid,FR1,ES1,80000000.0
22/23,Casemiro,real-madrid,manchester-united,ES1,GB1,70650000.0
22/23,Borja Mayoral,real-madrid,fc-getafe,ES1,ES1,10000000.0
22/23,Takefusa Kubo,real-madrid,real-sociedad-san-sebastian,ES1,ES1,6500000.0
22/23,Miguel Gutiérrez,real-madrid,fc-girona,ES1,ES1,4000000.0
22/23,Víctor Chust,real-madrid,fc-cadiz,ES1,ES1,1000000.0
22/23,Raphinha,leeds-united,fc-barcelona,GB1,ES1,58000000.0
22/23,Jules Koundé,fc-sevilla,fc-barcelona,ES1,ES1,50000000.0
22/23,Robert Lewandowski,fc-bayern-munchen,fc-barcelona,L1,ES1,45000000.0
22/23,Pablo Torre,racing-santander,fc-barcelona,ES2,ES1,5000000.0
22/23,Philippe Coutinho,fc-barcelona,aston-villa,ES1,GB1,20000000.0
22/23,Pierre-Emerick Aubameyang,fc-barcelona,fc-chelsea,ES1,GB1,12000000.0
22/23,Memphis Depay,fc-barcelona,atletico-madrid,ES1,ES1,3000000.0
22/23,Héctor Bellerín,fc-barcelona,sporting-lissabon,ES1,PO1,1000000.0
22/23,Tanguy Nianzou,fc-bayern-munchen,fc-sevilla,L1,ES1,16000000.0
22/23,Marcão,galatasaray-istanbul,fc-sevilla,TR1,ES1,13000000.0
22/23,Federico Gattoni,club-atletico-san-lorenzo-de-almagro,fc-sevilla,AR1N,ES1,1400000.0
22/23,Jules Koundé,fc-sevilla,fc-barcelona,ES1,ES1,50000000.0
22/23,Diego Carlos,fc-sevilla,aston-villa,ES1,GB1,31000000.0
22/23,Alejandro Pozo,fc-sevilla,ud-almeria,ES1,ES1,3000000.0
22/23,Luuk de Jong,fc-sevilla,psv-eindhoven,ES1,NL1,3000000.0
22/23,Nahuel Molina,udinese-calcio,atletico-madrid,IT1,ES1,20000000.0
22/23,Samuel Lino,gil-vicente-fc,atletico-madrid,PO1,ES1,6500000.0
22/23,Memphis Depay,fc-barcelona,atletico-madrid,ES1,ES1,3000000.0
22/23,Nehuén Pérez,atletico-madrid,udinese-calcio,ES1,IT1,8000000.0
22/23,Felipe,atletico-madrid,nottingham-forest,ES1,GB1,2300000.0
22/23,Daniel Wass,atletico-madrid,brondby-if,ES1,DKMR,1750000.0
22/23,Umar Sadiq,ud-almeria,real-sociedad-san-sebastian,ES1,ES1,20000000.0
22/23,Brais Méndez,celta-vigo,real-sociedad-san-sebastian,ES1,ES1,14000000.0
22/23,Mohamed-Ali Cho,sco-angers,real-sociedad-san-sebastian,FR1,ES1,13000000.0
22/23,Takefusa Kubo,real-madrid,real-sociedad-san-sebastian,ES1,ES1,6500000.0
22/23,Alexander Isak,real-sociedad-san-sebastian,newcastle-united,ES1,GB1,70000000.0
22/23,Willian José,real-sociedad-san-sebastian,real-betis-sevilla,ES1,ES1,10000000.0
22/23,Mathew Ryan,real-sociedad-san-sebastian,fc-kopenhagen,ES1,DKMR,500000.0
22/23,Luiz Henrique,fluminense-rio-de-janeiro,real-betis-sevilla,BRA1,ES1,10400000.0
22/23,Willian José,real-sociedad-san-sebastian,real-betis-sevilla,ES1,ES1,10000000.0
22/23,Abner,club-athletico-paranaense,real-betis-sevilla,BRA1,ES1,7000000.0
22/23,Álex Moreno,real-betis-sevilla,aston-villa,ES1,GB1,13500000.0
22/23,Marc Bartra,real-betis-sevilla,trabzonspor,ES1,TR1,1250000.0
22/23,Johan Mojica,fc-elche,fc-villarreal,ES1,ES1,5500000.0
22/23,Kiko Femenía,fc-watford,fc-villarreal,GB2,ES1,980000.0
22/23,Pervis Estupiñán,fc-villarreal,brighton-amp-hove-albion,ES1,GB1,17800000.0
22/23,Gerónimo Rulli,fc-villarreal,ajax-amsterdam,ES1,NL1,8000000.0
22/23,Moi Gómez,fc-villarreal,ca-osasuna,ES1,ES1,1800000.0
22/23,André Almeida,vitoria-guimaraes-sc,fc-valencia,PO1,ES1,8000000.0
22/23,Hugo Duro,fc-getafe,fc-valencia,ES1,ES1,4000000.0
22/23,Gonçalo Guedes,fc-valencia,wolverhampton-wanderers,ES1,GB1,32600000.0
22/23,Carlos Soler,fc-valencia,fc-paris-saint-germain,ES1,FR1,18000000.0
22/23,Maxi Gómez,fc-valencia,trabzonspor,ES1,TR1,3000000.0
22/23,Jasper Cillessen,fc-valencia,nec-nijmegen,ES1,NL1,1000000.0
22/23,Moi Gómez,fc-villarreal,ca-osasuna,ES1,ES1,1800000.0
22/23,Marc Cardona,ca-osasuna,ud-las-palmas,ES1,ES2,250000.0
22/23,Nicolás Fernández Mercau,club-atletico-san-lorenzo-de-almagro,fc-elche,AR1N,ES1,4000000.0
22/23,Ezequiel Ponce,spartak-moskau,fc-elche,RU1,ES1,4000000.0
22/23,Roger Martí,ud-levante,fc-elche,ES2,ES1,3000000.0
22/23,Lautaro Blanco,club-atletico-rosario-central,fc-elche,AR1N,ES1,1960000.0
22/23,Johan Mojica,fc-elche,fc-villarreal,ES1,ES1,5500000.0
22/23,Roger Martí,fc-elche,fc-cadiz,ES1,ES1,2000000.0
22/23,Iván Marcone,fc-elche,club-atletico-independiente,ES1,AR1N,1900000.0
22/23,Jørgen Strand Larsen,fc-groningen,celta-vigo,NL1,ES1,12400000.0
22/23,Williot Swedberg,hammarby-if,celta-vigo,SE1,ES1,5500000.0
22/23,Luca de la Torre,heracles-almelo,celta-vigo,NL2,ES1,1400000.0
22/23,Agustín Marchesín,fc-porto,celta-vigo,PO1,ES1,1050000.0
22/23,Julen Lobete,real-sociedad-b,celta-vigo,E3G2,ES1,1000000.0
22/23,Brais Méndez,celta-vigo,real-sociedad-san-sebastian,ES1,ES1,14000000.0
22/23,Néstor Araújo,celta-vigo,cf-america,ES1,MEXA,3000000.0
22/23,César Montes,cf-monterrey,espanyol-barcelona,MEXA,ES1,8000000.0
22/23,Edu Expósito,sd-eibar,espanyol-barcelona,ES2,ES1,4500000.0
22/23,José Gragera,sporting-gijon,espanyol-barcelona,ES2,ES1,2800000.0
22/23,Tonny Vilhena,fk-krasnodar,espanyol-barcelona,RU1,ES1,2500000.0
22/23,Fernando Pacheco,ud-almeria,espanyol-barcelona,ES1,ES1,2200000.0
22/23,Raúl de Tomás,espanyol-barcelona,rayo-vallecano,ES1,ES1,11000000.0
22/23,Matías Vargas,espanyol-barcelona,shanghai-port,ES1,CSL,4000000.0
22/23,Lei Wu,espanyol-barcelona,shanghai-port,ES1,CSL,1500000.0
22/23,Adrián Embarba,espanyol-barcelona,ud-almeria,ES1,ES1,1000000.0
22/23,Raúl de Tomás,espanyol-barcelona,rayo-vallecano,ES1,ES1,11000000.0
22/23,Pep Chavarría,real-saragossa,rayo-vallecano,ES2,ES1,1800000.0
22/23,Abdul Mumin,vitoria-guimaraes-sc,rayo-vallecano,PO1,ES1,1500000.0
22/23,Borja Mayoral,real-madrid,fc-getafe,ES1,ES1,10000000.0
22/23,Luis Milla,fc-granada,fc-getafe,ES2,ES1,5000000.0
22/23,Domingos Duarte,fc-granada,fc-getafe,ES2,ES1,750000.0
22/23,Mathías Olivera,fc-getafe,ssc-neapel,ES1,IT1,16500000.0
22/23,Hugo Duro,fc-getafe,fc-valencia,ES1,ES1,4000000.0
22/23,Vedat Muriqi,lazio-rom,rcd-mallorca,IT1,ES1,8020000.0
22/23,Pablo Maffeo,vfb-stuttgart,rcd-mallorca,L1,ES1,3000000.0
